latitude,longitude,timestamp
40.08751,-76.38773,2023-12-06T23:36:21Z
40.08741,-76.38781,2023-12-06T23:36:21Z
40.0871,-76.38804,2023-12-06T23:36:24Z
40.0871,-76.38804,2023-12-06T23:36:24Z
40.08708,-76.38798,2023-12-06T23:36:24Z
40.08707,-76.38795,2023-12-06T23:36:24Z
40.08707,-76.38795,2023-12-06T23:36:24Z
40.08707,-76.38795,2023-12-06T23:36:24Z
40.08695,-76.38757,2023-12-06T23:36:26Z
40.0867,-76.38688,2023-12-06T23:36:30Z
40.08662,-76.38663,2023-12-06T23:36:32Z
40.08662,-76.38663,2023-12-06T23:36:32Z
40.08662,-76.38663,2023-12-06T23:36:32Z
40.08659,-76.38653,2023-12-06T23:36:32Z
40.08608,-76.38502,2023-12-06T23:36:41Z
40.08579,-76.38416,2023-12-06T23:36:45Z
40.08558,-76.38347,2023-12-06T23:36:49Z
40.08556,-76.38342,2023-12-06T23:36:49Z
40.08556,-76.38342,2023-12-06T23:36:49Z
40.08556,-76.38342,2023-12-06T23:36:49Z
40.08553,-76.38333,2023-12-06T23:36:50Z
40.08542,-76.38287,2023-12-06T23:36:52Z
40.08526,-76.38225,2023-12-06T23:36:56Z
40.08517,-76.38187,2023-12-06T23:36:58Z
40.08515,-76.38179,2023-12-06T23:36:58Z
40.08515,-76.38179,2023-12-06T23:36:58Z
40.08515,-76.38179,2023-12-06T23:36:58Z
40.08512,-76.38164,2023-12-06T23:36:59Z
40.08506,-76.38135,2023-12-06T23:37:00Z
40.08503,-76.38119,2023-12-06T23:37:01Z
40.08503,-76.38119,2023-12-06T23:37:01Z
40.08551,-76.38112,2023-12-06T23:37:05Z
40.08566,-76.38108,2023-12-06T23:37:06Z
40.08566,-76.38108,2023-12-06T23:37:06Z
40.08566,-76.38108,2023-12-06T23:37:06Z
40.08607,-76.381,2023-12-06T23:37:08Z
40.0861,-76.381,2023-12-06T23:37:09Z
40.08647,-76.38092,2023-12-06T23:37:11Z
40.08668,-76.38088,2023-12-06T23:37:12Z
40.08687,-76.38086,2023-12-06T23:37:14Z
40.08744,-76.38076,2023-12-06T23:37:18Z
40.08792,-76.3807,2023-12-06T23:37:21Z
40.0882,-76.38065,2023-12-06T23:37:23Z
40.0882,-76.38065,2023-12-06T23:37:23Z
40.0882,-76.38065,2023-12-06T23:37:23Z
40.0883,-76.38064,2023-12-06T23:37:23Z
40.08836,-76.38062,2023-12-06T23:37:24Z
40.08836,-76.38062,2023-12-06T23:37:24Z
40.08836,-76.38062,2023-12-06T23:37:24Z
40.08844,-76.3806,2023-12-06T23:37:24Z
40.08868,-76.38057,2023-12-06T23:37:26Z
40.08903,-76.38051,2023-12-06T23:37:28Z
40.08909,-76.3805,2023-12-06T23:37:29Z
40.08927,-76.38048,2023-12-06T23:37:30Z
40.08927,-76.38048,2023-12-06T23:37:30Z
40.08927,-76.38048,2023-12-06T23:37:30Z
40.08928,-76.3806,2023-12-06T23:37:30Z
40.08932,-76.38073,2023-12-06T23:37:31Z
40.08957,-76.38137,2023-12-06T23:37:35Z
40.0896,-76.38147,2023-12-06T23:37:35Z
40.0896,-76.38147,2023-12-06T23:37:35Z
40.0896,-76.38147,2023-12-06T23:37:35Z
40.0897,-76.38175,2023-12-06T23:37:37Z
40.08981,-76.38209,2023-12-06T23:37:39Z
40.08992,-76.38241,2023-12-06T23:37:41Z
40.08999,-76.38261,2023-12-06T23:37:42Z
40.09018,-76.38309,2023-12-06T23:37:45Z
40.0903,-76.38336,2023-12-06T23:37:46Z
40.09048,-76.38377,2023-12-06T23:37:49Z
40.09061,-76.38409,2023-12-06T23:37:50Z
40.09073,-76.38441,2023-12-06T23:37:52Z
40.09086,-76.3847,2023-12-06T23:37:54Z
40.09086,-76.3847,2023-12-06T23:37:54Z
40.09086,-76.3847,2023-12-06T23:37:54Z
40.09103,-76.3851,2023-12-06T23:37:56Z
40.09126,-76.38556,2023-12-06T23:37:59Z
40.09145,-76.38597,2023-12-06T23:38:02Z
40.09213,-76.38743,2023-12-06T23:38:10Z
40.09213,-76.38743,2023-12-06T23:38:10Z
40.09213,-76.38743,2023-12-06T23:38:10Z
40.09266,-76.38858,2023-12-06T23:38:17Z
40.09306,-76.38942,2023-12-06T23:38:22Z
40.09363,-76.39063,2023-12-06T23:38:29Z
40.09422,-76.39189,2023-12-06T23:38:37Z
40.09486,-76.39327,2023-12-06T23:38:45Z
40.09511,-76.39381,2023-12-06T23:38:48Z
40.09511,-76.39381,2023-12-06T23:38:48Z
40.09511,-76.39381,2023-12-06T23:38:48Z
40.0952,-76.39402,2023-12-06T23:38:50Z
40.09543,-76.39459,2023-12-06T23:38:53Z
40.09569,-76.39526,2023-12-06T23:38:57Z
40.0959,-76.39587,2023-12-06T23:39:00Z
40.09592,-76.39594,2023-12-06T23:39:01Z
40.09616,-76.39673,2023-12-06T23:39:05Z
40.09635,-76.39738,2023-12-06T23:39:08Z
40.09643,-76.3977,2023-12-06T23:39:10Z
40.09643,-76.3977,2023-12-06T23:39:10Z
40.09643,-76.3977,2023-12-06T23:39:10Z
40.09645,-76.39781,2023-12-06T23:39:11Z
40.09662,-76.39858,2023-12-06T23:39:15Z
40.09677,-76.39929,2023-12-06T23:39:19Z
