latitude,longitude,timestamp
40.23426,-77.13796,2023-12-05T23:13:40Z
40.23422,-77.13796,2023-12-05T23:13:40Z
40.23419,-77.13795,2023-12-05T23:13:40Z
40.23412,-77.13792,2023-12-05T23:13:40Z
40.23412,-77.13792,2023-12-05T23:13:40Z
40.23408,-77.1381,2023-12-05T23:13:41Z
40.23401,-77.13836,2023-12-05T23:13:43Z
40.23393,-77.13869,2023-12-05T23:13:45Z
40.23391,-77.13879,2023-12-05T23:13:45Z
40.23391,-77.13879,2023-12-05T23:13:45Z
40.23391,-77.13879,2023-12-05T23:13:45Z
40.23389,-77.13885,2023-12-05T23:13:45Z
40.2338,-77.13921,2023-12-05T23:13:47Z
40.23374,-77.13945,2023-12-05T23:13:49Z
40.23368,-77.13964,2023-12-05T23:13:50Z
40.23363,-77.13982,2023-12-05T23:13:51Z
40.23357,-77.13999,2023-12-05T23:13:52Z
40.2335,-77.14015,2023-12-05T23:13:53Z
40.23345,-77.14026,2023-12-05T23:13:53Z
40.23345,-77.14026,2023-12-05T23:13:53Z
40.23345,-77.14026,2023-12-05T23:13:53Z
40.23342,-77.14035,2023-12-05T23:13:54Z
40.23335,-77.1405,2023-12-05T23:13:55Z
40.23328,-77.14063,2023-12-05T23:13:55Z
40.23322,-77.14075,2023-12-05T23:13:56Z
40.23313,-77.14092,2023-12-05T23:13:57Z
40.23289,-77.14135,2023-12-05T23:14:00Z
40.23282,-77.14149,2023-12-05T23:14:01Z
40.23269,-77.14159,2023-12-05T23:14:02Z
40.2325,-77.14194,2023-12-05T23:14:04Z
40.2325,-77.14194,2023-12-05T23:14:04Z
40.2325,-77.14194,2023-12-05T23:14:04Z
40.23246,-77.14201,2023-12-05T23:14:04Z
40.23241,-77.1421,2023-12-05T23:14:05Z
40.23225,-77.14241,2023-12-05T23:14:07Z
40.23221,-77.14247,2023-12-05T23:14:07Z
40.23201,-77.14285,2023-12-05T23:14:10Z
40.23192,-77.14301,2023-12-05T23:14:11Z
40.23178,-77.14326,2023-12-05T23:14:12Z
40.23177,-77.14334,2023-12-05T23:14:13Z
40.23177,-77.14334,2023-12-05T23:14:13Z
40.23177,-77.14334,2023-12-05T23:14:13Z
40.23175,-77.14345,2023-12-05T23:14:13Z
40.23159,-77.14375,2023-12-05T23:14:15Z
40.23132,-77.14423,2023-12-05T23:14:18Z
40.23127,-77.14433,2023-12-05T23:14:19Z
40.23122,-77.14443,2023-12-05T23:14:19Z
40.23118,-77.14451,2023-12-05T23:14:20Z
40.23111,-77.14463,2023-12-05T23:14:21Z
40.23053,-77.14569,2023-12-05T23:14:27Z
40.23,-77.14666,2023-12-05T23:14:33Z
40.23,-77.14666,2023-12-05T23:14:33Z
40.2299,-77.14691,2023-12-05T23:14:35Z
40.22987,-77.147,2023-12-05T23:14:35Z
40.22987,-77.147,2023-12-05T23:14:35Z
40.22987,-77.147,2023-12-05T23:14:35Z
40.22985,-77.14706,2023-12-05T23:14:36Z
40.2298,-77.14722,2023-12-05T23:14:36Z
40.22976,-77.14736,2023-12-05T23:14:37Z
40.22973,-77.1475,2023-12-05T23:14:38Z
40.2297,-77.14764,2023-12-05T23:14:39Z
40.22969,-77.14777,2023-12-05T23:14:39Z
40.22968,-77.14791,2023-12-05T23:14:40Z
40.22965,-77.14883,2023-12-05T23:14:45Z
40.22964,-77.1491,2023-12-05T23:14:46Z
40.22964,-77.1494,2023-12-05T23:14:48Z
40.22964,-77.15,2023-12-05T23:14:51Z
40.22964,-77.15,2023-12-05T23:14:51Z
40.22964,-77.15,2023-12-05T23:14:51Z
40.22964,-77.15005,2023-12-05T23:14:51Z
40.22973,-77.15082,2023-12-05T23:14:55Z
40.22977,-77.15146,2023-12-05T23:14:58Z
40.2298,-77.15198,2023-12-05T23:15:01Z
40.2298,-77.15198,2023-12-05T23:15:01Z
40.2298,-77.15198,2023-12-05T23:15:01Z
40.22981,-77.1521,2023-12-05T23:15:02Z
40.22986,-77.15343,2023-12-05T23:15:08Z
40.22992,-77.15445,2023-12-05T23:15:14Z
40.22992,-77.15464,2023-12-05T23:15:14Z
40.22991,-77.15477,2023-12-05T23:15:15Z
40.2299,-77.15489,2023-12-05T23:15:16Z
40.22989,-77.15492,2023-12-05T23:15:16Z
40.22989,-77.15492,2023-12-05T23:15:16Z
40.22989,-77.15492,2023-12-05T23:15:16Z
40.22988,-77.155,2023-12-05T23:15:16Z
40.22985,-77.15509,2023-12-05T23:15:17Z
40.22982,-77.15515,2023-12-05T23:15:17Z
40.22979,-77.15523,2023-12-05T23:15:18Z
40.22975,-77.1553,2023-12-05T23:15:18Z
40.22975,-77.1553,2023-12-05T23:15:18Z
40.22967,-77.15549,2023-12-05T23:15:19Z
40.22958,-77.15559,2023-12-05T23:15:20Z
40.22955,-77.15561,2023-12-05T23:15:20Z
40.22955,-77.15561,2023-12-05T23:15:20Z
40.22955,-77.15561,2023-12-05T23:15:20Z
40.22933,-77.15579,2023-12-05T23:15:22Z
40.22915,-77.15588,2023-12-05T23:15:23Z
40.2287,-77.15617,2023-12-05T23:15:27Z
40.22864,-77.15621,2023-12-05T23:15:27Z
40.22858,-77.15626,2023-12-05T23:15:28Z
40.22853,-77.1563,2023-12-05T23:15:28Z
40.22845,-77.15636,2023-12-05T23:15:29Z
40.22839,-77.15641,2023-12-05T23:15:29Z
40.2283,-77.15651,2023-12-05T23:15:30Z
40.22822,-77.15663,2023-12-05T23:15:31Z
40.2281,-77.1568,2023-12-05T23:15:32Z
40.22805,-77.15692,2023-12-05T23:15:32Z
40.22799,-77.15708,2023-12-05T23:15:33Z
40.22795,-77.15727,2023-12-05T23:15:34Z
40.22785,-77.15766,2023-12-05T23:15:36Z
40.22781,-77.15793,2023-12-05T23:15:38Z
40.22781,-77.15793,2023-12-05T23:15:38Z
40.22781,-77.15793,2023-12-05T23:15:38Z
40.22775,-77.15828,2023-12-05T23:15:40Z
40.22766,-77.15857,2023-12-05T23:15:41Z
40.22757,-77.15862,2023-12-05T23:15:42Z
40.22746,-77.15934,2023-12-05T23:15:46Z
40.22746,-77.15934,2023-12-05T23:15:46Z
40.22746,-77.15934,2023-12-05T23:15:46Z
40.22745,-77.1594,2023-12-05T23:15:46Z
40.2273,-77.16025,2023-12-05T23:15:50Z
40.22712,-77.16122,2023-12-05T23:15:56Z
40.22698,-77.16194,2023-12-05T23:15:59Z
40.22691,-77.16226,2023-12-05T23:16:01Z
40.22691,-77.16226,2023-12-05T23:16:01Z
40.22691,-77.16226,2023-12-05T23:16:01Z
40.22681,-77.16273,2023-12-05T23:16:03Z
40.22668,-77.16331,2023-12-05T23:16:07Z
40.22664,-77.16349,2023-12-05T23:16:08Z
40.22515,-77.16938,2023-12-05T23:16:39Z
40.22515,-77.16938,2023-12-05T23:16:39Z
40.22515,-77.16938,2023-12-05T23:16:39Z
40.22443,-77.1722,2023-12-05T23:16:54Z
40.22443,-77.1722,2023-12-05T23:16:54Z
40.22443,-77.1722,2023-12-05T23:16:54Z
40.22195,-77.18198,2023-12-05T23:17:47Z
40.22195,-77.18198,2023-12-05T23:17:47Z
40.22195,-77.18198,2023-12-05T23:17:47Z
40.22084,-77.18638,2023-12-05T23:18:10Z
40.22077,-77.18664,2023-12-05T23:18:12Z
40.22064,-77.18715,2023-12-05T23:18:15Z
40.22064,-77.18715,2023-12-05T23:18:15Z
40.22064,-77.18715,2023-12-05T23:18:15Z
40.22034,-77.18827,2023-12-05T23:18:21Z
40.22028,-77.18852,2023-12-05T23:18:22Z
40.21985,-77.19021,2023-12-05T23:18:31Z
40.21979,-77.19043,2023-12-05T23:18:32Z
40.21974,-77.19061,2023-12-05T23:18:33Z
40.21974,-77.19061,2023-12-05T23:18:33Z
40.21636,-77.20381,2023-12-05T23:19:44Z
40.21617,-77.20456,2023-12-05T23:19:48Z
40.21561,-77.20681,2023-12-05T23:20:00Z
40.21556,-77.20701,2023-12-05T23:20:01Z
40.21526,-77.20814,2023-12-05T23:20:07Z
40.2148,-77.20994,2023-12-05T23:20:17Z
40.21434,-77.21173,2023-12-05T23:20:27Z
40.21388,-77.21353,2023-12-05T23:20:36Z
40.21369,-77.2143,2023-12-05T23:20:40Z
40.21369,-77.2143,2023-12-05T23:20:40Z
40.21369,-77.2143,2023-12-05T23:20:40Z
40.21343,-77.21532,2023-12-05T23:20:46Z
40.21279,-77.21782,2023-12-05T23:20:59Z
40.21251,-77.21891,2023-12-05T23:21:05Z
40.21205,-77.2207,2023-12-05T23:21:15Z
40.2116,-77.2225,2023-12-05T23:21:24Z
40.21141,-77.22326,2023-12-05T23:21:29Z
40.21117,-77.2243,2023-12-05T23:21:34Z
40.21115,-77.22436,2023-12-05T23:21:34Z
40.21115,-77.22436,2023-12-05T23:21:34Z
40.21115,-77.22436,2023-12-05T23:21:34Z
40.21093,-77.22531,2023-12-05T23:21:39Z
40.21075,-77.22611,2023-12-05T23:21:44Z
40.21051,-77.22724,2023-12-05T23:21:50Z
40.21036,-77.22793,2023-12-05T23:21:53Z
40.2101,-77.22921,2023-12-05T23:22:00Z
40.20999,-77.22976,2023-12-05T23:22:03Z
40.20963,-77.23159,2023-12-05T23:22:13Z
40.2095,-77.23231,2023-12-05T23:22:16Z
40.2093,-77.23343,2023-12-05T23:22:22Z
40.2092,-77.23396,2023-12-05T23:22:25Z
40.20909,-77.23464,2023-12-05T23:22:29Z
40.20909,-77.23464,2023-12-05T23:22:29Z
40.20909,-77.23464,2023-12-05T23:22:29Z
40.20898,-77.23528,2023-12-05T23:22:32Z
40.20869,-77.23713,2023-12-05T23:22:42Z
40.20855,-77.238,2023-12-05T23:22:46Z
40.20841,-77.23898,2023-12-05T23:22:51Z
40.20832,-77.23964,2023-12-05T23:22:55Z
40.20816,-77.24084,2023-12-05T23:23:01Z
40.20792,-77.24271,2023-12-05T23:23:10Z
40.20783,-77.2434,2023-12-05T23:23:14Z
40.20783,-77.2434,2023-12-05T23:23:14Z
40.20783,-77.2434,2023-12-05T23:23:14Z
40.2077,-77.24458,2023-12-05T23:23:20Z
40.2075,-77.24645,2023-12-05T23:23:30Z
40.20749,-77.24656,2023-12-05T23:23:30Z
40.20748,-77.24668,2023-12-05T23:23:31Z
40.20733,-77.24833,2023-12-05T23:23:39Z
40.20731,-77.24854,2023-12-05T23:23:40Z
40.20728,-77.24881,2023-12-05T23:23:42Z
40.20725,-77.24924,2023-12-05T23:23:44Z
40.20717,-77.25021,2023-12-05T23:23:49Z
40.20711,-77.25097,2023-12-05T23:23:53Z
40.20703,-77.25209,2023-12-05T23:23:59Z
40.20699,-77.25275,2023-12-05T23:24:02Z
40.20692,-77.2539,2023-12-05T23:24:08Z
40.20692,-77.2539,2023-12-05T23:24:08Z
40.20692,-77.2539,2023-12-05T23:24:08Z
40.20691,-77.25397,2023-12-05T23:24:08Z
40.20685,-77.25515,2023-12-05T23:24:14Z
40.20668,-77.26039,2023-12-05T23:24:41Z
40.20668,-77.26039,2023-12-05T23:24:41Z
40.20668,-77.26039,2023-12-05T23:24:41Z
40.20634,-77.27096,2023-12-05T23:25:35Z
40.20634,-77.27096,2023-12-05T23:25:35Z
40.20634,-77.27096,2023-12-05T23:25:35Z
40.20625,-77.27357,2023-12-05T23:25:48Z
40.20608,-77.27886,2023-12-05T23:26:15Z
40.20608,-77.27886,2023-12-05T23:26:15Z
40.20608,-77.27886,2023-12-05T23:26:15Z
40.20574,-77.28945,2023-12-05T23:27:09Z
40.20574,-77.28945,2023-12-05T23:27:09Z
40.20574,-77.28945,2023-12-05T23:27:09Z
40.20555,-77.29555,2023-12-05T23:27:40Z
40.20554,-77.29577,2023-12-05T23:27:41Z
40.20547,-77.29741,2023-12-05T23:27:50Z
40.20544,-77.29859,2023-12-05T23:27:56Z
40.20541,-77.2993,2023-12-05T23:27:59Z
40.20539,-77.30007,2023-12-05T23:28:03Z
40.20539,-77.30007,2023-12-05T23:28:03Z
40.20539,-77.30007,2023-12-05T23:28:03Z
40.20535,-77.30119,2023-12-05T23:28:09Z
40.20529,-77.30308,2023-12-05T23:28:19Z
40.20523,-77.30496,2023-12-05T23:28:28Z
40.20517,-77.30681,2023-12-05T23:28:38Z
40.20517,-77.30685,2023-12-05T23:28:38Z
40.20511,-77.30874,2023-12-05T23:28:48Z
